"","Unique_ID","Sample","Type","Site","LTER_Site","Depth","Replicate","Core","Date","Group","Group_2","Group_3","Environment","perc_OM","d15N","perc_OrgN","d13C","perc_OrgC","C.N","Lambda","Sigma8","S","V","C","P","S.V","C.V","P..V.S.","Bd.V","Ac.Ads","Ac.Adv","Cumulative_3.900um","Cumulative_31.000um","Cumulative_62.500um","Cumulative_125.000um","Diameter_5.00.","Diameter_7.00.","Diameter_10.00.","Diameter_16.00.","Diameter_50.00.","Diameter_84.00.","Diameter_90.00.","Diameter_95.00.","Diameter_98.00.","perc_Clay","perc_Silt","perc_Sand","Depthf","Group_3f","C.Nnum","Cnum","Pnum"
"209",277,"662M","MarineRunoff","GOLB","GOLB",10,3,"T","3/14/17","G","K",2,"Reef",0.68,1.88,0.03,-23.17,0.12,"4",0.35,0.04,0.27,0.07,"0.01",NA,3.67,0.16,NA,1.34,0.19,0.22,1.87,7.34,14.7,55.09,NA,28.37,NA,64.64,115.91,NA,325.79,398.8,466.92,1.87,12.83,85.3,"10","2",149,3,NA
"210",278,"663M","MarineRunoff","GOLB","GOLB",10,3,"B","3/14/17","G","K",2,"Reef",1,2.6,0.03,-21.44,0.14,"4.67",1.89,0.26,1.65,0.2,"0.04",NA,8.22,0.2,NA,0.83,0.14,0.18,2.42,9.23,16.4,50.88,NA,20.31,NA,61.4,123.17,NA,359.45,425.12,479.26,2.42,13.98,83.6,"10","2",152,6,NA
"211",279,"664M","MarineRunoff","GOLB","GOLB",10,4,"T","3/14/17","G","K",2,"Reef",0.66,2.42,0.03,-22.44,0.13,"4.33",2.15,0.28,1.86,0.28,"0.02",NA,6.68,0.07,NA,0.54,0.12,0.22,2.08,8.29,15.94,57.79,NA,24.14,NA,62.42,111.64,NA,314.15,391.85,462.69,2.08,13.86,84.06,"10","2",150,4,NA
"212",280,"665M","MarineRunoff","GOLB","GOLB",10,4,"B","3/14/17","G","K",2,"Reef",1.23,2.02,0.03,-23.39,0.16,"5.33",2.55,0.41,2.08,0.43,"0.03","0.12",4.8,0.08,0.05,0.4,0.13,0.21,2.02,8.31,15.89,52.19,NA,23.84,NA,62.6,120.6,NA,350.71,418.13,476.01,2.02,13.86,84.11,"10","2",158,5,11
"213",281,"670M","MarineRunoff","GOLB","GOLB",10,1,"T","3/14/17","G","K",2,"Reef",0.66,2.19,0.03,-21.05,0.12,"4",0.55,0.07,0.39,0.14,"0.02",NA,2.9,0.15,NA,0.76,0.13,0.2,1.71,6.79,13.13,49.9,NA,34.59,NA,68.01,125.36,NA,342.2,410.5,472.52,1.71,11.42,86.87,"10","2",149,4,NA
"214",282,"671M","MarineRunoff","GOLB","GOLB",10,1,"B","3/14/17","G","K",2,"Reef",0.54,2,0.02,-26.72,0.16,"8",1.32,0.21,1.2,0.12,NA,NA,9.96,NA,NA,0.82,0.12,0.22,1.65,6.34,11.47,43.02,NA,40.63,NA,73.25,140.51,NA,368.91,431.65,482.12,1.65,9.81,88.53,"10","2",225,NA,NA
"215",283,"628M","MarineRunoff","MICR","MICR",10,4,"T","3/14/17","G","K",3,"Reef",2.37,3.54,0.06,-24.39,0.72,"12",3.05,2.2,1.6,1.41,"0.03","0.66",1.13,0.02,0.22,0.22,0.16,0.39,3.33,16.64,40.74,74.37,NA,10.47,NA,29.41,72.14,NA,337.42,408.66,471.64,3.33,37.4,59.26,"10","3",71,5,52
"216",284,"629M","MarineRunoff","MICR","MICR",10,4,"B","3/14/17","G","K",3,"Reef",1.7,3.9,0.06,-23.51,0.6,"10",1.38,0.83,0.81,0.58,NA,NA,1.4,NA,NA,0.16,0.28,0.2,3.74,18.66,39.29,69.31,NA,8.75,NA,25.05,76.12,NA,364.11,429.51,481.21,3.74,35.55,60.71,"10","3",2,NA,NA
"217",285,"630M","MarineRunoff","MICR","MICR",10,3,"T","3/14/17","G","K",3,"Reef",1.44,3.55,0.04,-24.27,0.36,"9",1.19,0.43,0.65,0.53,"0.01","0.3",1.22,0.02,0.26,0.32,0.17,0.56,2.92,12.57,25.57,45.55,NA,12.94,NA,42.64,165.91,NA,423.46,468.8,498.31,2.92,22.65,74.43,"10","3",252,3,29
"218",286,"631M","MarineRunoff","MICR","MICR",10,3,"B","3/14/17","G","K",3,"Reef",2.6,4.17,0.06,-23.51,0.74,"12.33",1.92,1.42,1.06,0.85,"0.01","0.2",1.24,0.01,0.1,0.09,0.26,0.27,3.18,16.17,34.58,58.54,NA,11.36,NA,30.6,90.02,NA,399.89,455.18,492.48,3.18,31.4,65.42,"10","3",77,3,19
"219",287,"632M","MarineRunoff","MICR","MICR",10,2,"B","3/14/17","G","K",3,"Reef",1.74,3.87,0.06,-23.51,0.68,"11.33",1.42,0.97,0.78,0.65,NA,"0.08",1.2,NA,0.05,0.13,0.26,0.26,3.78,19.35,41.81,72.4,NA,8.54,NA,23.97,72,NA,359.32,426.01,479.53,3.78,38.03,58.19,"10","3",49,NA,7
"220",288,"633M","MarineRunoff","MICR","MICR",10,2,"T","3/14/17","G","K",3,"Reef",1.38,2.91,0.05,-23.76,0.47,"9.4",0.79,0.37,0.47,0.32,"0.01","0.17",1.48,0.03,0.22,0.32,0.17,0.5,3.1,13.19,29.52,54.3,NA,12.59,NA,39.68,103.79,NA,403.84,457.79,493.57,3.1,26.42,70.48,"10","3",265,3,16
"221",289,"634M","MarineRunoff","MICR","MICR",10,1,"B","3/14/17","G","K",3,"Reef",2.02,4.37,0.06,-23.54,0.72,"12",1.35,0.97,0.79,0.56,NA,"0.08",1.4,NA,0.06,0.14,0.26,0.19,4.92,23.92,45.55,73.29,NA,5.94,NA,17.27,68.17,NA,351.5,420.3,477,4.92,40.62,54.45,"10","3",71,NA,7
"222",290,"635M","MarineRunoff","MICR","MICR",10,1,"T","3/14/17","G","K",3,"Reef",1.76,4.55,0.06,-23.61,0.65,"10.83",1.3,0.85,0.66,0.63,"0.01","0.23",1.06,0.02,0.18,0.15,0.14,0.37,4.02,19.55,39.73,66.91,NA,7.9,NA,23.16,76.52,NA,377.49,439.32,485.52,4.02,35.72,60.27,"10","3",29,3,22
"223",291,"684M","MarineRunoff","MICR","MICR",20,3,"T","3/14/17","G","K",3,"Reef",1.4,3.92,0.04,-22.39,0.27,"6.75",0.84,0.23,0.56,0.23,"0.04","0.07",2.42,0.18,0.08,0.39,0.18,0.22,3.95,14.59,19.51,30.21,NA,7.99,NA,38.69,204.71,NA,422.84,468.46,498.16,3.95,15.56,80.49,"20","3",179,6,6
"224",292,"685M","MarineRunoff","MICR","MICR",20,3,"B","3/14/17","G","K",3,"Reef",1.42,5.22,0.06,-22.59,0.56,"9.33",0.7,0.39,0.48,0.2,"0.02","0.06",2.37,0.11,0.08,0.42,0.19,0.24,10.5,41.82,54.49,64.56,NA,2.72,NA,6.32,47.21,NA,338.19,407.49,471.15,10.5,43.98,45.51,"20","3",263,4,5
